date,feature_index,avg(band_0),avg(band_1),avg(band_2),avg(band_3),avg(band_4),avg(band_5),avg(band_6),avg(band_7),avg(band_8),avg(band_9),avg(band_10),avg(band_11)
2021-10-20T00:00:00.000Z,0,905.795918367347,1143.6734693877552,1844.485260770975,2856.707482993197,3507.580498866213,3934.5873015873017,4201.886621315192,4155.3877551020405,4519.335600907029,5526.92970521542,4467.131519274377,5.0
2019-02-13T00:00:00.000Z,0,999.4331065759637,1297.6916099773243,2138.0090702947846,3497.548752834467,3925.6326530612246,4138.743764172335,4325.229024943311,4545.9682539682535,4551.367346938776,5963.43537414966,5199.655328798186,5.0
2019-02-18T00:00:00.000Z,0,1193.7142857142858,1537.795918367347,2218.15873015873,3433.4920634920636,3819.4036281179137,4026.7256235827663,4242.0952380952385,4449.5374149659865,4442.580498866213,5928.453514739229,5366.768707482993,5.0
2021-12-14T00:00:00.000Z,0,730.1496598639455,1123.5646258503402,1850.7528344671202,3084.7891156462583,3557.120181405896,3840.5238095238096,4110.666666666667,4317.111111111111,4402.81179138322,5828.97052154195,4971.72335600907,5.0
2021-01-13T00:00:00.000Z,0,771.3083900226758,1070.546485260771,1862.8412698412699,3150.6349206349205,3590.702947845805,3874.5079365079364,4108.850340136054,4463.72335600907,4418.8072562358275,5629.0952380952385,4610.337868480726,5.0
2018-09-11T00:00:00.000Z,0,,,,,,,,,,,,
2018-09-16T00:00:00.000Z,0,,,,,,,,,,,,
2021-11-19T00:00:00.000Z,0,800.5124716553288,1070.4965986394557,1816.0272108843537,2983.9795918367345,3490.6485260770974,3818.4920634920636,4057.249433106576,4271.2267573696145,4357.083900226758,5546.743764172335,4546.306122448979,5.0
2022-05-18T00:00:00.000Z,0,607.8684807256236,1172.1746031746031,2304.9342403628116,3896.4240362811793,4402.857142857143,4558.2154195011335,4791.641723356009,4845.07029478458,5177.371882086168,6442.40589569161,5402.199546485261,5.0
2019-04-09T00:00:00.000Z,0,961.3401360544218,1353.7278911564626,2123.215419501134,3510.2448979591836,3938.689342403628,4090.848072562358,4318.342403628118,4420.8072562358275,4502.136054421769,6112.442176870748,5591.02947845805,5.0
2019-12-20T00:00:00.000Z,0,902.5351473922902,1168.7460317460318,1890.8027210884354,3010.2766439909296,3468.4172335600906,3736.873015873016,3949.108843537415,4200.75283446712,4235.907029478458,5488.165532879819,4552.167800453515,5.0
2022-02-12T00:00:00.000Z,0,1117.6893424036282,1470.1451247165533,2119.8321995464853,3338.222222222222,3766.0,3991.9909297052154,4226.571428571428,4481.251700680272,4453.337868480726,5830.34693877551,5106.551020408163,5.0
2021-02-22T00:00:00.000Z,0,1016.031746031746,1297.3650793650793,2065.0975056689344,3362.061224489796,3790.439909297052,4028.485260770975,4242.426303854875,4531.111111111111,4519.292517006803,5836.530612244898,4883.045351473923,5.0
2019-11-10T00:00:00.000Z,0,833.0,1062.7755102040817,1759.655328798186,2749.092970521542,3334.2267573696145,3757.0521541950116,3997.501133786848,4098.918367346939,4270.9569160997735,5297.0544217687075,4319.557823129252,5.0
2020-04-18T00:00:00.000Z,0,1279.7097505668935,1556.9024943310658,2298.59410430839,3521.0657596371884,3985.0158730158732,4110.766439909297,4307.473922902494,4354.766439909297,4553.548752834467,6084.281179138322,5233.517006802721,5.0
2021-03-09T00:00:00.000Z,0,937.8412698412699,1300.7619047619048,1992.6757369614513,3252.893424036281,3659.419501133787,3877.643990929705,4121.149659863946,4362.716553287982,4381.641723356009,5879.798185941043,5136.7959183673465,5.0
2019-03-30T00:00:00.000Z,0,974.2290249433106,1364.8934240362812,2153.324263038549,3588.090702947846,4007.8979591836733,4171.28798185941,4401.045351473923,4573.02947845805,4594.743764172335,6218.068027210885,5703.566893424037,5.0
2022-01-23T00:00:00.000Z,0,732.578231292517,1151.4104308390022,1948.4784580498865,3285.591836734694,3674.4807256235827,3932.956916099773,4162.859410430839,4494.269841269841,4423.0430839002265,5779.442176870748,5016.886621315192,5.0
2019-05-19T00:00:00.000Z,0,1014.8367346938776,1413.4648526077096,2258.8072562358275,3768.9795918367345,4267.385487528345,4350.369614512471,4646.768707482993,4469.7959183673465,4817.052154195011,6515.344671201814,6018.643990929705,5.0
2019-12-30T00:00:00.000Z,0,707.9024943310658,1018.2879818594105,1812.1836734693877,3056.6281179138323,3495.6462585034014,3758.439909297052,3970.4784580498867,4254.460317460317,4246.251700680272,5576.820861678005,4671.383219954649,5.0
2023-11-19T00:00:00.000Z,0,934.358276643991,1206.671201814059,1983.0294784580499,3327.421768707483,3863.1337868480728,4087.8639455782313,4307.825396825397,4337.478458049886,4547.179138321995,6052.165532879819,5250.460317460317,5.0
2021-06-27T00:00:00.000Z,0,983.7482993197278,1388.6122448979593,2225.9637188208617,3616.5759637188207,4125.814058956916,4282.49433106576,4572.555555555556,4406.263038548753,4722.501133786848,6311.746031746032,5807.789115646258,5.0
2019-10-06T00:00:00.000Z,0,,,,,,,,,,,,
2020-03-29T00:00:00.000Z,0,1136.1065759637188,1417.5555555555557,2166.6485260770974,3436.5578231292516,3866.156462585034,4045.3832199546487,4247.061224489796,4410.780045351474,4502.274376417234,5981.165532879819,5131.925170068027,5.0
2019-07-13T00:00:00.000Z,0,,,,,,,,,,,,
2019-03-20T00:00:00.000Z,0,1473.6349206349207,1800.7891156462586,2359.3015873015875,3362.0,3738.9795918367345,3874.0521541950116,4094.904761904762,4164.4399092970525,4280.575963718821,5833.578231292517,5305.553287981859,5.0
