date,feature_index,avg(band_0),avg(band_1),avg(band_2),avg(band_3),avg(band_4),avg(band_5),avg(band_6),avg(band_7),avg(band_8),avg(band_9),avg(band_10),avg(band_11)
2019-03-25T00:00:00.000Z,0,1323.162037037037,1645.3796296296296,2491.439814814815,3613.2731481481483,4022.8819444444443,4220.298611111111,4430.773148148148,4627.777777777777,4710.6712962962965,6116.597222222223,5323.481481481482,5.0
2019-06-28T00:00:00.000Z,0,1007.5902777777778,1408.650462962963,2199.296296296296,3052.5925925925926,3613.425925925926,4132.25,4493.775462962963,4359.976851851852,4713.226851851852,5934.018518518518,5247.349537037037,5.0
2022-03-29T00:00:00.000Z,0,1554.5972222222222,1841.148148148148,2574.4675925925926,3621.814814814815,4021.747685185185,4226.497685185185,4441.1875,4732.5462962962965,4696.039351851852,6050.310185185185,5151.798611111111,5.0
2018-05-14T00:00:00.000Z,0,1340.6134259259259,1879.0555555555557,2669.634259259259,3789.425925925926,4226.965277777777,4350.125,4633.643518518518,4566.444444444444,4860.868055555556,6555.805555555556,6001.481481481482,5.0
2018-08-22T00:00:00.000Z,0,,,,,,,,,,,,
2020-02-18T00:00:00.000Z,0,1127.148148148148,1414.2407407407406,2178.8194444444443,3233.703703703704,3638.372685185185,3852.9375,4080.252314814815,4379.675925925926,4427.275462962963,5897.423611111111,4951.787037037037,5.0
2020-02-23T00:00:00.000Z,0,884.0833333333334,1294.5069444444443,2021.0601851851852,3084.5,3484.7083333333335,3694.634259259259,3954.3194444444443,4211.513888888889,4299.8587962962965,5955.282407407408,5211.217592592592,5.0
2023-04-23T00:00:00.000Z,0,939.9398148148148,1352.9814814814815,2287.6944444444443,3525.5833333333335,3976.3425925925926,4169.988425925926,4402.231481481482,4636.611111111111,4696.747685185185,6397.511574074074,5590.923611111111,5.0
2023-01-23T00:00:00.000Z,0,733.2106481481482,1051.1550925925926,1773.013888888889,2809.2013888888887,3230.7175925925926,3454.375,3703.909722222222,3966.3935185185187,4059.0925925925926,5562.261574074074,4668.548611111111,5.0
2020-08-16T00:00:00.000Z,0,698.9722222222222,870.7245370370371,1576.5115740740741,1820.587962962963,2600.2986111111113,4273.349537037037,4815.69212962963,4667.409722222223,5070.303240740741,4655.706018518518,3515.625,4.483796296296297
2020-11-29T00:00:00.000Z,0,639.2152777777778,961.488425925926,1528.6990740740741,2408.828703703704,2858.185185185185,3133.171296296296,3443.358796296296,3688.9143518518517,3886.224537037037,5344.803240740741,4368.331018518518,5.0
2020-07-22T00:00:00.000Z,0,854.7847222222222,1224.8125,1998.3425925925926,2811.324074074074,3385.449074074074,3724.439814814815,3987.659722222222,3914.564814814815,4186.569444444444,5046.664351851852,4156.347222222223,5.0
2019-10-16T00:00:00.000Z,0,562.1875,799.1203703703703,1248.664351851852,1752.5532407407406,2238.1388888888887,2669.641203703704,2981.1435185185187,3033.4236111111113,3330.6481481481483,4615.884259259259,3675.8194444444443,5.0
2020-11-04T00:00:00.000Z,0,917.3333333333334,1081.599537037037,1612.5509259259259,2299.5185185185187,2823.599537037037,3193.5439814814813,3484.011574074074,3659.1481481481483,3902.560185185185,5063.085648148148,3921.0763888888887,5.0
2020-11-14T00:00:00.000Z,0,819.7245370370371,1027.0069444444443,1608.6851851851852,2404.8194444444443,2899.212962962963,3218.3055555555557,3506.625,3721.425925925926,3945.949074074074,5186.3587962962965,4030.759259259259,5.0
2019-11-05T00:00:00.000Z,0,591.6064814814815,861.9652777777778,1344.4722222222222,2077.3356481481483,2440.4375,2714.8703703703704,2985.5578703703704,3245.8449074074074,3371.9699074074074,5062.268518518518,4170.997685185185,5.0
2019-03-15T00:00:00.000Z,0,1425.2314814814815,1717.5185185185185,2497.203703703704,3521.0185185185187,3931.6435185185187,4112.451388888889,4310.037037037037,4440.018518518518,4567.902777777777,6088.206018518518,5286.685185185185,5.0
2019-06-18T00:00:00.000Z,0,931.988425925926,1329.8287037037037,2085.8055555555557,3011.6921296296296,3512.5949074074074,3814.9421296296296,4131.2962962962965,4083.7638888888887,4407.006944444444,6038.513888888889,5416.2962962962965,5.0
2021-11-14T00:00:00.000Z,0,609.175925925926,967.3217592592592,1586.3472222222222,2536.6435185185187,2980.990740740741,3278.2685185185187,3597.7291666666665,3895.775462962963,4050.5393518518517,5488.020833333333,4447.252314814815,5.0
2018-10-26T00:00:00.000Z,0,671.6319444444445,866.5023148148148,1423.2615740740741,2102.2268518518517,2566.490740740741,2878.863425925926,3142.509259259259,3146.9074074074074,3518.3819444444443,4740.467592592592,3764.949074074074,5.0
2021-11-04T00:00:00.000Z,0,650.8402777777778,974.0231481481482,1539.1805555555557,2393.222222222222,2849.909722222222,3172.8310185185187,3497.3518518518517,3714.372685185185,3925.863425925926,5338.326388888889,4299.354166666667,5.0
2019-09-21T00:00:00.000Z,0,636.4444444444445,735.8310185185185,1226.4421296296296,1389.5949074074074,2058.5069444444443,3312.650462962963,3717.8125,3649.189814814815,4065.4236111111113,3830.0231481481483,2660.6111111111113,4.25
2019-11-10T00:00:00.000Z,0,769.0162037037037,947.1157407407408,1472.9675925925926,2245.821759259259,2650.8125,2890.358796296296,3157.310185185185,3346.553240740741,3574.5138888888887,5170.270833333333,4127.622685185185,5.0
2019-11-15T00:00:00.000Z,0,611.0347222222222,916.238425925926,1447.7037037037037,2265.4768518518517,2660.534722222222,2895.349537037037,3182.053240740741,3380.9861111111113,3584.3981481481483,5329.2962962962965,4416.502314814815,5.0
