,date,B1_mean,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B9_mean,B10_mean,B11_mean,B12_mean
0,2018-01-04T00:00:00.000Z,868.7789165446559,1358.1610541727673,2165.346998535871,3238.7320644216693,3633.5344070278184,3889.380673499268,4172.345534407028,4597.771595900439,4536.188872620791,5805.250366032211,4860.276720351391,5.0
1,2018-01-09T00:00:00.000Z,962.4377745241582,1263.9370424597364,2069.051244509517,3111.9560761346997,3519.601756954612,3761.948755490483,4017.4480234260614,4389.221083455344,4385.111273792094,5660.9150805270865,4582.682284040996,5.0
2,2018-01-14T00:00:00.000Z,956.1669106881405,1425.0146412884335,2193.2152269399708,3217.818448023426,3577.5226939970717,3823.2371888726207,4090.106881405564,4526.966325036603,4428.440702781845,5634.901903367497,4741.964860907759,5.0
3,2018-01-19T00:00:00.000Z,,,,,,,,,,,,
4,2018-01-24T00:00:00.000Z,1051.1244509516837,1504.8301610541728,2288.1756954612006,3346.2371888726207,3716.6310395314786,3960.7335285505123,4233.196193265007,4664.05270863836,4580.322108345535,5890.7730600292825,4987.250366032211,5.0
5,2018-01-29T00:00:00.000Z,1312.0,1542.0,2140.0,2962.0,3296.0,3495.0,3695.0,3886.0,3954.0,5090.0,4131.0,5.0
6,2018-02-08T00:00:00.000Z,997.5739385065885,1368.6632503660321,2194.693997071742,3280.0527086383604,3676.2357247437776,3891.8901903367496,4141.054172767203,4505.376281112738,4497.02196193265,5882.09224011713,4864.521229868228,5.0
7,2018-02-13T00:00:00.000Z,963.5563689604685,1428.2518301610542,2241.3850658857978,3311.6515373352854,3719.3279648609077,3896.617862371889,4181.065885797951,4419.721815519766,4503.7423133235725,5978.235724743778,5177.521229868228,5.0
8,2018-02-18T00:00:00.000Z,1238.3513909224012,1577.6720351390923,2378.363103953148,3416.06149341142,3826.0380673499267,4011.554904831625,4240.445095168375,4535.888726207906,4576.281112737921,5959.503660322109,4965.928257686676,5.0
9,2018-02-23T00:00:00.000Z,810.7174231332357,1197.1229868228404,1872.9546120058565,2856.723279648609,3302.97364568082,3433.9809663250367,3776.9282576866763,3789.3001464128843,4130.232796486091,5742.019033674964,4970.571010248902,5.0
10,2018-02-28T00:00:00.000Z,955.6251830161054,1303.9633967789166,2102.983894582723,3155.3177159590045,3613.112737920937,3775.8448023426063,4021.3221083455346,4164.0292825768665,4386.4275256222545,5865.790629575403,4918.007320644217,5.0
11,2018-03-05T00:00:00.000Z,947.1698389458272,1382.7774524158126,2179.112737920937,3260.6383601756957,3678.6134699853587,3848.1361639824304,4136.597364568082,4347.812591508053,4447.661786237189,6024.6002928257685,5271.546120058565,5.0
12,2018-03-10T00:00:00.000Z,1071.1156661786238,1431.7906295754026,2271.1625183016104,3399.882869692533,3826.05710102489,4024.7584187408493,4273.478770131772,4596.339677891655,4634.032210834554,6153.975109809663,5189.019033674964,5.0
13,2018-03-15T00:00:00.000Z,1002.0366032210835,1448.7891654465593,2251.1918008784774,3356.1756954612006,3711.1566617862372,3920.90775988287,4187.2298682284045,4592.014641288433,4520.0014641288435,6092.487554904832,5311.723279648609,5.0
14,2018-03-20T00:00:00.000Z,,,,,,,,,,,,
15,2018-03-25T00:00:00.000Z,1183.3748169838946,1574.7232796486092,2307.8945827232797,3347.8389458272327,3716.3543191800877,3903.371888726208,4174.256222547584,4441.8682284041,4475.737920937043,6083.527086383602,5329.368960468521,5.0
16,2018-03-30T00:00:00.000Z,1618.2327964860908,1891.9853587115665,2536.904831625183,3381.1449487554905,3744.9297218155198,3856.455344070278,4028.1918008784774,4168.081991215227,4281.909224011713,5524.0878477306005,4720.758418740849,5.0
17,2018-04-04T00:00:00.000Z,1205.7730600292825,1593.7598828696925,2325.7335285505123,3373.03953147877,3739.6764275256223,3909.8726207906298,4166.800878477306,4421.352855051245,4453.421669106881,6057.866764275256,5372.6002928257685,5.0
18,2018-04-09T00:00:00.000Z,1382.752562225476,1659.5607613469986,2371.3528550512447,3364.734992679356,3786.1844802342607,3917.8243045387994,4129.816983894582,4262.500732064422,4431.1317715959,5935.559297218155,5041.934114202049,5.0
19,2018-04-19T00:00:00.000Z,1186.8594436310395,1528.3045387994143,2373.9502196193266,3499.774524158126,3930.0497803806734,4094.090775988287,4322.222547584188,4568.661786237189,4650.491947291362,6247.598828696925,5357.983894582723,5.0
20,2018-04-24T00:00:00.000Z,1128.98682284041,1552.6354319180089,2355.306002928258,3442.775988286969,3869.7481698389456,3984.9546120058567,4271.622254758418,4383.291361639825,4543.822840409956,6200.437774524158,5527.502196193265,5.0
21,2018-04-29T00:00:00.000Z,1251.051244509517,1604.117130307467,2500.8023426061495,3660.6910688140556,4136.349926793558,4270.327964860908,4493.6896046852125,4622.0878477306005,4809.777452415812,6404.980966325036,5604.019033674964,5.0
22,2018-05-04T00:00:00.000Z,1274.2737920937043,1712.0878477306003,2564.8023426061495,3699.03953147877,4155.262079062957,4238.0014641288435,4555.080527086384,4538.202049780381,4823.266471449488,6401.016105417277,5773.019033674964,5.0
23,2018-05-09T00:00:00.000Z,,,,,,,,,,,,
24,2018-05-14T00:00:00.000Z,1290.316251830161,1736.7291361639825,2600.4304538799415,3768.509516837482,4235.92532942899,4326.838945827233,4664.352855051245,4588.2576866764275,4947.405563689605,6757.452415812591,6042.592972181552,5.0
25,2018-05-19T00:00:00.000Z,1294.8228404099561,1638.896046852123,2519.531478770132,3657.566617862372,4144.3997071742315,4251.500732064422,4468.225475841874,4489.809663250366,4768.737920937043,6348.3967789165445,5513.298682284041,5.0
