date,feature_index,avg(band_0),avg(band_1),avg(band_2),avg(band_3),avg(band_4),avg(band_5),avg(band_6),avg(band_7),avg(band_8),avg(band_9),avg(band_10),avg(band_11)
2018-04-09T00:00:00.000Z,0,1267.3094059405942,1530.3465346534654,2237.4653465346537,3347.391089108911,3752.7747524752476,3922.7747524752476,4114.69801980198,4280.663366336634,4384.707920792079,5924.324257425743,5081.490099009901,5.0
2018-08-12T00:00:00.000Z,0,823.7574257425742,1043.851485148515,1755.5643564356435,2445.8861386138615,3146.259900990099,4195.445544554455,4672.732673267326,4523.965346534654,4881.965346534654,5548.930693069307,4645.368811881188,4.985148514851486
2020-10-25T00:00:00.000Z,0,956.1039603960396,1169.9925742574258,1800.0,2605.128712871287,3187.779702970297,3763.1856435643563,4021.160891089109,4245.915841584158,4326.712871287129,5242.792079207921,4127.747524752475,5.0
2021-11-19T00:00:00.000Z,0,706.5618811881188,1002.4702970297029,1664.6089108910892,2713.2227722772277,3167.4133663366338,3442.012376237624,3677.8242574257424,3953.8762376237623,4023.4554455445545,5452.212871287129,4301.539603960396,5.0
2018-01-29T00:00:00.000Z,0,1368.1113861386139,1609.2574257425742,2226.8168316831684,3189.8811881188117,3548.089108910891,3735.9059405940593,3925.210396039604,4156.836633663366,4208.841584158416,5573.757425742574,4714.519801980198,5.0
2018-02-13T00:00:00.000Z,0,819.9480198019802,1226.7846534653465,1972.8069306930693,3186.7524752475247,3617.732673267327,3766.279702970297,4001.1732673267325,4206.450495049505,4264.839108910891,5874.727722772277,5171.722772277228,5.0
2018-11-10T00:00:00.000Z,0,938.96875,1155.15625,1744.75,2628.0,3079.15625,3446.46875,3688.53125,3919.6875,3981.03125,5279.65625,4427.1875,5.0
2019-02-28T00:00:00.000Z,0,853.3143564356436,1247.6782178217823,1954.6089108910892,3132.930693069307,3539.2475247524753,3735.5866336633662,3977.4678217821784,4194.217821782178,4237.727722772277,5961.532178217822,5190.89603960396,5.0
2019-03-15T00:00:00.000Z,0,1330.4554455445545,1603.0940594059407,2288.4059405940593,3334.009900990099,3744.1138613861385,3905.839108910891,4082.0668316831684,4220.331683168317,4332.836633663366,5918.638613861386,5026.3490099009905,5.0
2019-04-04T00:00:00.000Z,0,1099.6683168316831,1399.2722772277227,2155.5495049504952,3373.2524752475247,3838.0074257425745,3995.1014851485147,4194.475247524752,4306.8267326732675,4484.254950495049,6140.6287128712875,5256.784653465346,5.0
2019-05-14T00:00:00.000Z,0,1035.9851485148515,1302.0742574257426,2105.371287128713,3365.5049504950493,3861.8440594059407,4015.490099009901,4221.527227722772,4160.336633663366,4533.712871287129,6259.8935643564355,5387.940594059406,5.0
2019-06-03T00:00:00.000Z,0,936.3712871287129,1208.0891089108911,2063.9356435643563,3489.3044554455446,4034.1658415841584,4208.212871287129,4422.537128712871,4329.480198019802,4732.309405940594,6476.430693069307,5633.658415841584,5.0
2019-06-18T00:00:00.000Z,0,1020.9653465346535,1384.5643564356435,2188.0049504950493,3452.888613861386,3979.641089108911,4087.769801980198,4387.730198019802,4284.034653465346,4586.809405940594,6365.648514851485,5809.858910891089,5.0
2019-08-12T00:00:00.000Z,0,775.8910891089109,930.9183168316831,1628.351485148515,2177.7549504950493,2848.658415841584,3905.44801980198,4222.108910891089,4117.787128712871,4440.3935643564355,4722.3638613861385,3710.9554455445545,5.0
2019-09-06T00:00:00.000Z,0,695.0074257425742,968.6064356435644,1641.2425742574258,2277.2450495049507,3009.3366336633662,3874.3366336633662,4270.564356435643,4174.767326732674,4474.6435643564355,5076.091584158416,4126.195544554455,4.985148514851486
2019-12-20T00:00:00.000Z,0,824.6584158415842,1100.0,1770.3910891089108,2787.4232673267325,3180.839108910891,3416.128712871287,3617.9356435643563,3904.829207920792,3912.9628712871286,5431.316831683168,4398.190594059406,5.0
2019-12-25T00:00:00.000Z,0,604.1559405940594,992.8762376237623,1635.2623762376238,2699.1658415841584,3044.5321782178216,3295.267326732673,3519.388613861386,3915.670792079208,3817.121287128713,5396.341584158416,4516.6212871287125,5.0
2020-01-19T00:00:00.000Z,0,1016.8069306930693,1287.6782178217823,1965.3663366336634,2998.70297029703,3386.272277227723,3592.3118811881186,3781.470297029703,4069.108910891089,4062.457920792079,5529.8861386138615,4548.210396039604,5.0
2020-01-24T00:00:00.000Z,0,902.5866336633663,1279.3465346534654,1937.1831683168316,3020.29702970297,3384.3514851485147,3602.6930693069307,3825.7450495049507,4158.1287128712875,4108.507425742574,5688.465346534654,4850.460396039604,5.0
2020-02-08T00:00:00.000Z,0,1010.5693069306931,1298.6386138613861,2028.9851485148515,3141.440594059406,3546.2227722772277,3751.4975247524753,3949.8217821782177,4226.797029702971,4228.284653465346,5779.306930693069,4790.485148514851,5.0
2020-02-18T00:00:00.000Z,0,1049.5445544554455,1318.2970297029703,2030.579207920792,3167.272277227723,3571.839108910891,3774.111386138614,3967.0965346534654,4245.717821782178,4252.745049504951,5845.457920792079,4887.126237623763,5.0
2020-03-29T00:00:00.000Z,0,1119.1881188118812,1410.3465346534654,2150.6782178217823,3339.331683168317,3755.0049504950493,3946.430693069307,4143.037128712871,4355.663366336634,4438.4009900990095,6066.787128712871,5135.6732673267325,5.0
2020-04-03T00:00:00.000Z,0,948.3415841584158,1343.7574257425742,2081.0841584158416,3354.3168316831684,3774.779702970297,3954.633663366337,4200.678217821782,4453.821782178218,4481.957920792079,6219.589108910891,5461.108910891089,5.0
